Date	Time	UV_index	windspeed(m/s)	windAngle(deg)	PV_power(W)	PV_voltage(V)	
1/1/0	6:34:39	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	6:35:39	0.03	0.00	270.00	0.00000	0.01290	
1/1/0	6:36:39	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	6:37:40	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	6:38:40	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	6:39:40	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	6:40:40	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	6:41:40	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	6:42:40	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	6:43:40	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	6:44:40	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	6:45:41	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	6:46:41	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	6:47:41	0.02	0.00	270.00	0.00000	0.01935	
1/1/0	6:48:41	0.03	0.00	270.00	0.00000	0.01290	
1/1/0	6:49:41	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	6:50:41	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	6:51:41	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	6:52:42	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	6:53:42	0.02	0.00	270.00	0.00000	0.01935	
1/1/0	6:54:42	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	6:55:42	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	6:56:42	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	6:57:42	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	6:58:42	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	6:59:42	0.03	0.00	270.00	0.00000	0.01290	
1/1/0	7:0:43	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:1:43	0.01	0.00	270.00	0.00000	0.00645	
1/1/0	7:2:43	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:3:43	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:4:43	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:5:43	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	7:6:43	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:7:44	0.02	0.00	270.00	0.00000	0.01935	
1/1/0	7:8:44	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:9:44	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:10:44	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:11:44	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:12:44	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	7:13:44	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	7:14:44	0.02	0.00	270.00	0.00000	0.01935	
1/1/0	7:15:45	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:16:45	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:17:45	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:18:45	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:19:45	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:20:45	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	7:21:45	0.03	0.00	270.00	0.00000	0.01290	
1/1/0	7:22:46	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:23:46	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:24:46	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:25:46	0.03	0.00	270.00	0.00000	0.01290	
1/1/0	7:26:46	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:27:46	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	7:28:46	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	7:29:46	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	7:30:47	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:31:47	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:32:47	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:33:47	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:34:47	0.01	0.00	270.00	0.00000	0.00645	
1/1/0	7:35:47	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:36:47	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:37:48	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:38:48	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	7:39:48	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	7:40:48	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	7:41:48	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:42:48	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	7:43:48	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	7:44:48	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	7:45:49	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:46:49	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:47:49	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	7:48:49	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:49:49	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:50:49	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:51:49	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:52:50	0.03	0.00	270.00	0.00000	0.01290	
1/1/0	7:53:50	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	7:54:50	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:55:50	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:56:50	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	7:57:50	0.03	0.00	270.00	0.00000	0.01290	
1/1/0	7:58:50	0.03	0.00	270.00	0.00000	0.01290	
1/1/0	7:59:51	0.02	0.00	270.00	0.00000	0.01935	
1/1/0	8:0:51	0.03	0.00	270.00	0.00000	0.01290	
1/1/0	8:1:51	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:2:51	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:3:51	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	8:4:51	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:5:51	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:6:51	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	8:7:52	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:8:52	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	8:9:52	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	8:10:52	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:11:52	0.02	0.00	270.00	0.00000	0.01935	
1/1/0	8:12:52	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	8:13:52	0.01	0.00	270.00	0.00000	0.00645	
1/1/0	8:14:53	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:15:53	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	8:16:53	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	8:17:53	0.03	0.00	270.00	0.00000	0.00645	
1/1/0	8:18:53	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:19:53	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	8:20:53	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:21:53	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:22:54	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:23:54	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	8:24:54	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	8:25:54	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:26:54	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:27:54	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	8:28:54	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	8:29:55	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:30:55	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:31:55	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:32:55	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	8:33:55	0.02	0.00	270.00	0.00000	0.01935	
1/1/0	8:34:55	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	8:35:55	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:36:55	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	8:37:56	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	8:38:56	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	8:39:56	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:40:56	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:41:56	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:42:56	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	8:43:56	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:44:56	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	8:45:57	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	8:46:57	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:47:57	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	8:48:57	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:49:57	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:50:57	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:51:57	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:52:58	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	8:53:58	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:54:58	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:55:58	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:56:58	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:57:58	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	8:58:58	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	8:59:58	0.01	0.00	270.00	0.00000	0.00645	
1/1/0	9:0:59	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	9:1:59	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:2:59	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:3:59	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:4:59	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:5:59	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:6:59	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:8:0	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:9:0	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	9:10:0	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:11:0	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:12:0	0.01	0.00	270.00	0.00000	0.00645	
1/1/0	9:13:0	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:14:0	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	9:15:0	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	9:16:1	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:17:1	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	9:18:1	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:19:1	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:20:1	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:21:1	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:22:1	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:23:2	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:24:2	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	9:25:2	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:26:2	0.03	0.00	270.00	0.00000	0.01290	
1/1/0	9:27:2	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	9:28:2	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:29:2	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:30:2	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:31:3	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:32:3	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	9:33:3	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	9:34:3	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:35:3	0.01	0.00	270.00	0.00000	0.00645	
1/1/0	9:36:3	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	9:37:3	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:38:4	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	9:39:4	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	9:40:4	0.01	0.00	270.00	0.00000	0.00645	
1/1/0	9:41:4	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	9:42:4	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:43:4	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	9:44:4	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:45:4	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:46:5	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	9:47:5	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	9:48:5	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:49:5	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:50:5	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	9:51:5	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:52:5	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:53:6	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:54:6	0.03	0.00	270.00	0.00000	0.01290	
1/1/0	9:55:6	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:56:6	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	9:57:6	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	9:58:6	0.02	0.00	270.00	0.00000	0.01935	
1/1/0	9:59:6	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	10:0:6	0.01	0.00	270.00	0.00000	0.00645	
1/1/0	10:1:7	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	10:2:7	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	10:3:7	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	10:4:7	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	10:5:7	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	10:6:7	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	10:7:7	0.03	0.00	270.00	0.00000	0.01290	
1/1/0	10:8:8	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	10:9:8	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	10:10:8	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	10:11:8	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	10:12:8	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	10:13:8	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	10:14:8	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	10:15:8	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	10:16:9	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	10:17:9	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	10:18:9	0.02	0.00	270.00	0.00000	0.01935	
1/1/0	10:19:9	0.02	0.00	270.00	0.00000	0.01935	
1/1/0	10:20:9	0.02	0.00	270.00	0.00000	0.01935	
1/1/0	10:21:9	0.03	0.00	270.00	0.00000	0.02581	
1/1/0	10:22:9	0.02	0.00	270.00	0.00000	0.01935	
1/1/0	10:23:10	0.01	0.00	270.00	0.00000	0.03871	
1/1/0	10:24:10	0.02	0.00	270.00	0.00000	0.03226	
1/1/0	10:25:10	0.03	0.00	270.00	0.00000	0.04516	
1/1/0	10:26:10	0.03	0.00	270.00	0.00000	0.04516	
1/1/0	10:27:10	0.03	0.00	270.00	0.00000	0.05806	
1/1/0	10:28:10	0.02	0.00	270.00	0.00000	0.07097	
1/1/0	10:29:10	0.02	0.00	270.00	0.00000	0.08387	
1/1/0	10:30:10	0.02	0.00	270.00	0.00001	0.10323	
1/1/0	10:31:11	0.02	0.00	270.00	0.00001	0.11613	
1/1/0	10:32:11	0.03	0.00	270.00	0.00001	0.14194	
1/1/0	10:33:11	0.03	0.00	270.00	0.00001	0.16774	
1/1/0	10:34:11	0.03	0.00	270.00	0.00002	0.19355	
1/1/0	10:35:11	0.03	0.00	270.00	0.00003	0.22581	
1/1/0	10:36:11	0.04	0.00	270.00	0.00003	0.25806	
1/1/0	10:37:11	0.04	0.00	270.00	0.00004	0.29032	
1/1/0	10:38:12	0.03	0.00	270.00	0.00006	0.33548	
1/1/0	10:39:12	0.05	0.00	270.00	0.00007	0.38710	
1/1/0	10:40:12	0.03	0.00	270.00	0.00010	0.43871	
1/1/0	10:41:12	0.05	0.00	270.00	0.00012	0.49032	
1/1/0	10:42:12	0.06	0.00	270.00	0.00015	0.54839	
1/1/0	10:43:12	0.05	0.00	270.00	0.00019	0.61290	
1/1/0	10:44:12	0.06	0.00	270.00	0.00023	0.67742	
1/1/0	10:45:12	0.06	0.00	270.00	0.00028	0.75484	
1/1/0	10:46:13	0.07	0.00	270.00	0.00034	0.82581	
1/1/0	10:47:13	0.08	0.00	270.00	0.00041	0.90323	
1/1/0	10:48:13	0.08	0.00	270.00	0.00050	1.00000	
1/1/0	10:49:13	0.08	0.00	270.00	0.00062	1.10968	
1/1/0	10:50:13	0.10	0.00	270.00	0.00078	1.24516	
1/1/0	10:51:13	0.11	0.00	270.00	0.00095	1.38065	
1/1/0	10:52:13	0.11	0.00	270.00	0.00112	1.49677	
1/1/0	10:53:14	0.13	0.00	270.00	0.00132	1.62581	
1/1/0	10:54:14	0.13	0.00	270.00	0.00153	1.74839	
1/1/0	10:55:14	0.14	0.00	270.00	0.00175	1.87097	
1/1/0	10:56:14	0.14	0.00	270.00	0.00200	2.00000	
1/1/0	10:57:14	0.15	0.00	270.00	0.00225	2.12258	
1/1/0	10:58:14	0.16	0.00	270.00	0.00252	2.24516	
1/1/0	10:59:14	0.17	0.00	270.00	0.00276	2.34839	
1/1/0	11:0:14	0.17	0.00	270.00	0.00299	2.44516	
1/1/0	11:1:15	0.19	0.00	270.00	0.00325	2.54839	
1/1/0	11:2:15	0.19	0.00	270.00	0.00348	2.63871	
1/1/0	11:3:15	0.20	0.00	270.00	0.00374	2.73548	
1/1/0	11:4:15	0.21	0.00	270.00	0.00396	2.81290	
1/1/0	11:5:15	0.21	0.00	270.00	0.00423	2.90968	
1/1/0	11:6:15	0.23	0.00	270.00	0.00446	2.98710	
1/1/0	11:7:15	0.25	0.00	270.00	0.00464	3.04516	
1/1/0	11:8:15	0.24	0.00	270.00	0.00484	3.10968	
1/1/0	11:9:16	0.26	0.00	270.00	0.00502	3.16774	
1/1/0	11:10:16	0.26	0.00	270.00	0.00518	3.21935	
1/1/0	11:11:16	0.27	0.00	270.00	0.00535	3.27097	
1/1/0	11:12:16	0.27	0.00	270.00	0.00552	3.32258	
1/1/0	11:13:16	0.30	0.00	270.00	0.00567	3.36774	
1/1/0	11:14:16	0.31	0.00	270.00	0.00587	3.42581	
1/1/0	11:15:16	0.30	0.00	270.00	0.00609	3.49032	
1/1/0	11:16:17	0.32	0.00	270.00	0.00639	3.57419	
1/1/0	11:17:17	0.33	0.00	270.00	0.00671	3.66452	
1/1/0	11:18:17	0.34	0.00	270.00	0.00657	3.62581	
1/1/0	11:19:17	0.35	0.00	270.00	0.00653	3.61290	
1/1/0	11:20:17	0.36	0.00	270.00	0.00660	3.63226	
1/1/0	11:21:17	0.36	0.00	270.00	0.00671	3.66452	
1/1/0	11:22:17	0.38	0.00	270.00	0.00681	3.69032	
1/1/0	11:23:18	0.38	0.00	270.00	0.00695	3.72903	
1/1/0	11:24:18	0.40	0.00	270.00	0.00707	3.76129	
1/1/0	11:25:18	0.40	0.00	270.00	0.00732	3.82581	
1/1/0	11:26:18	0.43	0.00	270.00	0.00790	3.97419	
1/1/0	11:27:18	0.49	0.00	270.00	0.00831	4.07742	
1/1/0	11:28:18	0.55	0.00	270.00	0.00850	4.12258	
1/1/0	11:29:18	0.67	0.00	270.00	0.00882	4.20000	
1/1/0	11:30:18	0.72	0.00	270.00	0.00879	4.19355	
1/1/0	11:31:19	0.61	0.00	270.00	0.00871	4.17419	
1/1/0	11:32:19	0.60	0.00	270.00	0.00890	4.21935	
1/1/0	11:33:19	0.65	0.00	270.00	0.00915	4.27742	
1/1/0	11:34:19	0.69	0.00	270.00	0.00943	4.34194	
1/1/0	11:35:19	0.81	0.00	270.00	0.00957	4.37419	
1/1/0	11:36:19	0.94	0.00	270.00	0.00965	4.39355	
1/1/0	11:37:19	1.14	0.00	270.00	0.00957	4.37419	
1/1/0	11:38:20	1.15	0.00	270.00	0.00962	4.38710	
1/1/0	11:39:20	1.18	0.00	270.00	0.00974	4.41290	
1/1/0	11:40:20	1.23	0.00	270.00	0.00977	4.41935	
1/1/0	11:41:20	1.23	0.00	270.00	0.00977	4.41935	
1/1/0	11:42:20	1.25	0.00	270.00	0.00979	4.42581	
1/1/0	11:43:20	1.30	0.00	270.00	0.00977	4.41935	
1/1/0	11:44:20	1.32	0.00	270.00	0.00979	4.42581	
1/1/0	11:45:20	1.37	0.00	270.00	0.00979	4.42581	
1/1/0	11:46:21	1.40	0.00	270.00	0.00974	4.41290	
1/1/0	11:47:21	1.36	0.00	270.00	0.00977	4.41935	
1/1/0	11:48:21	1.43	0.00	270.00	0.00977	4.41935	
1/1/0	11:49:21	1.45	0.00	270.00	0.00979	4.42581	
1/1/0	11:50:21	1.41	0.00	270.00	0.00979	4.42581	
1/1/0	11:51:21	1.51	0.00	270.00	0.00977	4.41935	
1/1/0	11:52:21	1.56	0.00	270.00	0.00977	4.41935	
1/1/0	11:53:22	1.55	0.00	270.00	0.00977	4.41935	
1/1/0	11:54:22	1.67	0.00	270.00	0.00977	4.41935	
1/1/0	11:55:22	1.77	0.00	270.00	0.00974	4.41290	
1/1/0	11:56:22	1.74	0.00	270.00	0.00974	4.41290	
1/1/0	11:57:22	1.79	0.00	270.00	0.00974	4.41290	
1/1/0	11:58:22	2.03	0.00	270.00	0.00974	4.41290	
1/1/0	11:59:22	2.13	0.00	270.00	0.00971	4.40645	
1/1/0	12:0:23	2.26	0.00	270.00	0.00971	4.40645	
1/1/0	12:1:23	2.30	0.00	270.00	0.00971	4.40645	
1/1/0	12:2:23	2.23	0.00	270.00	0.00968	4.40000	
1/1/0	12:3:23	2.39	0.00	270.00	0.00965	4.39355	
1/1/0	12:4:23	2.80	0.00	270.00	0.00965	4.39355	
1/1/0	12:5:23	2.88	0.00	270.00	0.00968	4.40000	
1/1/0	12:6:23	3.01	0.00	270.00	0.00962	4.38710	
1/1/0	12:7:23	3.16	0.00	270.00	0.00962	4.38710	
1/1/0	12:8:24	3.12	0.00	180.00	0.00962	4.38710	
1/1/0	12:9:24	3.12	0.00	180.00	0.00960	4.38065	
1/1/0	12:10:24	3.12	0.00	180.00	0.00960	4.38065	
1/1/0	12:11:24	3.06	0.00	180.00	0.00960	4.38065	
1/1/0	12:12:24	3.00	0.00	180.00	0.00957	4.37419	
1/1/0	12:13:24	3.19	0.00	180.00	0.00957	4.37419	
1/1/0	12:14:24	3.09	0.00	180.00	0.00954	4.36774	
1/1/0	12:15:25	3.23	0.00	180.00	0.00954	4.36774	
1/1/0	12:16:25	3.34	0.00	180.00	0.00951	4.36129	
1/1/0	12:17:25	3.27	0.00	180.00	0.00954	4.36774	
1/1/0	12:18:25	2.99	0.00	180.00	0.00948	4.35484	
1/1/0	12:19:25	2.89	0.00	180.00	0.00951	4.36129	
1/1/0	12:20:25	2.82	0.00	135.00	0.00945	4.34839	
1/1/0	12:21:25	2.73	0.00	135.00	0.00943	4.34194	
1/1/0	12:22:26	2.79	0.00	135.00	0.00943	4.34194	
1/1/0	12:23:26	2.90	0.00	135.00	0.00940	4.33548	
1/1/0	12:24:26	2.95	0.00	135.00	0.00937	4.32903	
1/1/0	12:25:26	3.22	0.66	135.00	0.00937	4.32903	
1/1/0	12:26:26	3.59	0.00	180.00	0.00934	4.32258	
1/1/0	12:27:26	3.47	0.00	180.00	0.00934	4.32258	
1/1/0	12:28:26	3.20	0.00	180.00	0.00931	4.31613	
1/1/0	12:29:26	3.04	0.00	180.00	0.00931	4.31613	
1/1/0	12:30:27	3.03	0.00	180.00	0.00929	4.30968	
1/1/0	12:31:27	3.07	0.00	180.00	0.00926	4.30323	
1/1/0	12:32:27	3.42	0.66	135.00	0.00923	4.29677	
1/1/0	12:33:27	3.67	1.32	135.00	0.00923	4.29677	
1/1/0	12:34:27	3.80	0.00	135.00	0.00923	4.29677	
1/1/0	12:35:27	3.73	0.00	135.00	0.00920	4.29032	
1/1/0	12:36:27	3.34	0.00	135.00	0.00920	4.29032	
1/1/0	12:37:28	3.26	0.00	135.00	0.00920	4.29032	
1/1/0	12:38:28	3.26	0.00	135.00	0.00918	4.28387	
1/1/0	12:39:28	3.20	0.00	135.00	0.00918	4.28387	
1/1/0	12:40:28	3.11	0.00	135.00	0.00915	4.27742	
1/1/0	12:41:28	3.30	0.00	135.00	0.00915	4.27742	
1/1/0	12:42:28	3.52	0.00	135.00	0.00912	4.27097	
1/1/0	12:43:28	3.25	0.00	135.00	0.00912	4.27097	
1/1/0	12:44:28	3.14	1.98	112.50	0.00909	4.26452	
1/1/0	12:45:29	3.10	1.32	112.50	0.00909	4.26452	
1/1/0	12:46:29	3.11	0.00	112.50	0.00907	4.25806	
1/1/0	12:47:29	3.15	0.00	180.00	0.00907	4.25806	
1/1/0	12:48:29	3.22	0.00	135.00	0.00904	4.25161	
1/1/0	12:49:29	3.03	0.00	135.00	0.00907	4.25806	
1/1/0	12:50:29	3.02	0.00	135.00	0.00901	4.24516	
1/1/0	12:51:29	3.90	0.00	135.00	0.00901	4.24516	
1/1/0	12:52:30	4.88	0.00	135.00	0.00901	4.24516	
1/1/0	12:53:30	4.46	1.32	135.00	0.00898	4.23871	
1/1/0	12:54:30	4.16	1.32	247.50	0.00896	4.23226	
1/1/0	12:55:30	4.30	0.00	180.00	0.00896	4.23226	
1/1/0	12:56:30	4.68	0.00	180.00	0.00896	4.23226	
1/1/0	12:57:30	4.93	1.32	135.00	0.00893	4.22581	
1/1/0	12:58:30	4.68	0.00	135.00	0.00890	4.21935	
1/1/0	12:59:31	4.69	0.00	135.00	0.00890	4.21935	
1/1/0	13:0:31	5.00	0.00	135.00	0.00890	4.21935	
1/1/0	13:1:31	5.00	1.32	135.00	0.00887	4.21290	
1/1/0	13:2:31	4.95	1.98	135.00	0.00885	4.20645	
1/1/0	13:3:31	5.45	0.66	135.00	0.00885	4.20645	
1/1/0	13:4:31	4.75	1.32	135.00	0.00885	4.20645	
1/1/0	13:5:31	4.82	0.00	135.00	0.00882	4.20000	
1/1/0	13:6:31	4.98	0.66	135.00	0.00882	4.20000	
1/1/0	13:7:32	4.86	0.66	135.00	0.00879	4.19355	
1/1/0	13:8:32	4.60	0.66	135.00	0.00879	4.19355	
1/1/0	13:9:32	4.32	1.32	135.00	0.00877	4.18710	
1/1/0	13:10:32	4.84	0.66	135.00	0.00877	4.18710	
1/1/0	13:11:32	4.92	0.66	135.00	0.00877	4.18710	
1/1/0	13:12:32	5.21	0.00	225.00	0.00874	4.18064	
